Name,Location,Username,Date Inserted,Review,Rating,Food,Service,Price,Food Key,Service Key,Price key
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",li0ntehleh,"January 8, 2021",Incredible service for the weekend brun,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",daniel_ccbar,"January 8, 2021",Very nice location to hangout with friends. The staffs were very polite. The food was really good (highly recommend Carbonara and pizza).,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",sonamudungdinh,"January 8, 2021",We love the food here! Carbonara especially for mysel,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",iahmad786,"January 8, 2021","Lovely food, great servic ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",AtulBh,"January 7, 2021","Good food, amazing location and friendly staff , made my visit really specia ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",vikadarmin,"January 6, 2021","Absolutely loved the food, been here a couple of times and ordered different things on the menu - and all of them taste so good. Would definitely recommend this place to friends and family. We were served by Sheila and she recommended us her favourite dishes, and we didn’t regret any ordering any of her recommendations. What a lovely night!",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",JingieLee,"January 6, 2021","serafina, Nadia, Ginny and Sheila. Made our ladies absolutely wonderful. We came for the “our man is out of town” promo with free flow Prosecco. There were not only hospitable but also super attentive!!! WE WILL BE BACK serafina!! Xxxxxx",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",GracieL35,"January 6, 2021","Fantastic, sera was great! Really enjoyed the experience, would definitely come back again with my friends!",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",morethanblue,"January 3, 2021","Ordered several dishes and their portion is quite huge! The lobster pasta is delicious, they have a good selection of pastas and pizzas. For desserts, we tried the Nutella pizza but would recommend other dessert if you don’t have a sweet too ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",elianay2021,"January 2, 2021","Really great service by Sheila and Bala who gave us many great suggestions and even came by to check on us a few times! Ambience is great as well, really great vibes; food is good too with generous portions. Will definitely come back again! 🤗",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",R8611PWmaxn,"January 2, 2021",First visit here. The food here was good but what we enjoyed the most was the service provided by Bala. He was very patient with our questions regarding the menu and even made suggestions to make our dining experience more enjoyable. Would definitely come back for the food and drinks if Bala is on shift again!,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Marishuak,"January 1, 2021",We've had a wonderful celebration on New Year's Eve. Especial thank you to Pavinl who amazed us with a quick serving and always been there for us.,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",VinceL76319,"January 1, 2021","We have a wonderful dining here, an Excellent Italian restaurant. The service crew Serafiara is so lovely and friendly. She share her passionate about Italian food with us. ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",albertc201,"January 1, 2021",Recommended by a friend.  Totally a amazed by the service attitude of Serafina.  We felt we were in Italy.  The food is good as well.,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Kusum2008,"December 31, 2020","Super fab food , super fab sta ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",kyrar2021,"December 31, 2020",The food was very good and I especially loved the pizza it was delightful. Definitely coming back here,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",JeffreySG1978,"December 31, 2020","Our first time here. Came across this restaurant accidentally and we were so impressed with the surrounding and setup that we decided to have an early lunch. We were given a outdoor sofa seat which feels like you are overseas. It’s so relaxing until the rain comes...the service were excellent and the food were tasty, we order pizza to share and pasta with moscato. The decoration is definitely Instagram worthy. Will definitely come back again",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",H7272NYleea,"December 29, 2020",The pasta & pizza at the weekday lunch was lovely. Wine & Dessert was great as well. Serafina was very attentive & helped us with our order choices. Thank you for a memorable meal.,4,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",weeatdrinkmove,"December 29, 2020",Always great food and service from Serafina & Bobby’s team! Every dish is satisfying - but the Vongole & pizzas are top!,4,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",DorisGoh,"December 29, 2020","Food was great, especially the burrata piz ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",adelenebrielle,"December 29, 2020","Food was great! Came to celebrate a birthday and was surprised with a free tiramisu! Tiramisu was delicious! The staffs that served us was friendly and polite, special mention to Tao, Athul & Tharma! Will definitely come back soon :)",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",283hannaheuge,"December 29, 2020",Went for dinner and thankfully managed to get a table at 630pm via a reservation we made a week ag,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",r0nickd,"December 27, 2020","We went to celebrate my sister’s birthday with a group of friends. The food portion is huge and the quality of food is great. Service was above excellent. Staff (Sophie, Ginny & Ken) especially Sophie is very friendly and she gave us a great recommendation of wine that we all enjoyed. We will be back again ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",996bidishar,"December 26, 2020",Bala and Tharman were really sweet and ensured we were all happy and well served. Thank for such a great experience! Happy birthday Tharman!,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",CassandraJ180,"December 26, 2020",Service staff were attentive. Food was good. Carne pizza was so delicious. Got a complimentary tiramisu cos we celebrating an anniversary. Will definitely be back.,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Steve248903,"December 25, 2020",Tao the waiter was exceptional ! Made our afternoon impeccable service and great cocktail recommendations,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Hellokittao,"December 25, 2020","Thines, Mun and Pavin very attentive! The food is good! Love the vongole too much! Thank you! Merry xmas!",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Chloetan8,"December 24, 2020","I visited público on Christmas day and it was a success! The food is always good, the environment was pleasant especially with the presence of Santarina (Miss Serefina) that was giving out a flashcard game and sweets to each table. Will definetly recommend!",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Inspire58724,"December 24, 2020","We are regulars of Publico. Always enjoy the food, atmosphere and service. As always, Christmas Day lunch was great and Ginny, the other staff made our Christmas Day. Thank you & Merry Christmas",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",ChristianT3267,"December 24, 2020",Great place to have a laid back Sunday brunch on the terrace by the Singapore River. Very attentive waiters and waitresses. Especially Sarah and Asif 🙏,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",TarJoyc,"December 24, 2020",I absolutely love Publico. Not just for the food and drinks but for their 5* servi,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Amy_awesome_01,"December 23, 2020","I made my first trip to Publico Ristorante recently and was really impressed by the service and quality of the food. The truffle fries made by chef Nat was impeccable, and is arguably the best that I have eaten - trust me on this because I am a fries addi ",3,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",C9996MFrachelt,"December 23, 2020",Simon & KC were great with their recommendations and even checked in on us with the items! Overall great experience,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Foodie12521,"December 23, 2020","Great service ! Really appreciated their recommendations! Especially helpful, loved the tiramisu ☺️☺️",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",StraxPrism,"December 22, 2020","We were at Publico to celebrate my sis' bday. We were served by Bala and Sheila, who were very friendly and professional. The restaurant gave us a complimentary Tiramisu cake. I'd definitely recommend this place for momentous ocassion or family gathering.",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",ArenaWS,"December 22, 2020","The ambience was great and the service staff ( Tao and Dhama) was really helpful and attentive. Despite it almost being a full house, the staff was very patience as wel ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",clarrrrra,"December 22, 2020","Awesome food and fabulous service staff. Thank you for the great dining experience Sophie, Sarah & Thines",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Iliakylie,"December 22, 2020","Lovely atmosphere and great staff! First time here and definitely will be back here again :) Thank you Thines, Sophie and Serafina for the welcoming service during our dinner ❤️",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",NYCHOL06,"December 22, 2020","We had such an enjoyable evening and the servers are so warm and friendly. We laughed all night and were very well taken of. We ordered 3 bottles of wine along with lots of delish dishes. Kudos to Serafina, Sophie and Thines for their generously and wonderful recommendations. We will certainly be back, very soon! ",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",brandongaryc,"December 22, 2020","We are a great evening celebrating my friends birthday and the food, ambiance was great. The staff was attentive to all our needs. Kudos to Serafina, sophie, thines for the wonderful and attentive service.",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",213btl,"December 22, 2020",Friendly server and nice food,5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",HendrikOng,"December 22, 2020","We have a great dinner and the service provided by Mr Thines is very good , he is very friendly and helpful in recommending food for us.",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",83wanling,"December 21, 2020","Really good food and service, def good place for dates :-) highly recommend!! Kenneth & Jason have really good customer service. Burrata & carbonara were both superb, calamari a bit too oily to my liking.",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",ikarlo,"December 20, 2020","I was searching for a place to eat for our wedding anniversary when I came across Publico Restaurant in Intercon Robertson Quay. The food was good and the servings are good for sharing. The food is Italian and tasted above average. The service though is great. Our server, Bala, was very attentive, prompt, and provides great suggestions on what to eat as it was our first time dining there.",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",estherlG3793OU,"December 20, 2020","Food is great and service is exceptional, especially our server Bala. Love the atmosphere too. Would definitely be back again. We ordered the ribeye steak, burrata pizza and flourless chocolate cake (not too sweet)! (:",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Hazydusk0,"December 19, 2020",Appreciate the great birthday celebration at Publico. Would like to specifically thanks Pavin - SRI for the great service! 10/10 recommended. :),5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Marretravels,"December 19, 2020","Had a delightful experience at Publico; Was attended by Pavin, who was very friendly & attentive without being overbearing. Thank you Publico & Pavin for allowing us to have an enjoyable time! :)",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",jonitajellybean,"December 19, 2020","Was here for a friend's birthday celebration and had the tiramisu as the cake which was so good. On top of that, we had awesome brunch food and cocktails complimented by excellent service. Slightly pricey but worth it !",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",Sophyt88,"December 19, 2020","First time and top marks, will surely be back!  Exceptional service from Pavin which set the tone for the evening.  Super service, food, wine, ambience and music.  Really chilled and a wonderful evening out - lovely weather to sit at the patio!",5,,,,,,
Publico Ristorante,"1 Nanson Road Intercontinental Singapore Robertson Quay InterContinental Singapore Robertson Quay, Singapore 238909 Singapore",123hestert,"December 19, 2020",Great ambience and service. The staff were polite and friendly and the food was great. My friends and i had a great girls night out thanks to the attentive staff and great experience at the public,5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Vincent T,"January 5, 2021",Had family birthday dinner there.  The Alaskan crab in the seafood set was not so fresh - other items were good. Steamed perch was excellent. Happy with the service from the wait staff.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Indrajit A,"March 8, 2020","Been coming here for years - since Jen was Traders. It's a little bit of a shame that the hotel doesn't invest in this restaurant a bit more. It's really large but it's never more than half full. It deserves far more patronage because the food is consistently good. I've had Chilli Crab at stalwarts such as Long Beach, but Ah Hoi's is always better somehow - and the mantou is always better. Their satay is always excellent as is their chicken with ginger. The restaurant is also unusual in that it's indoors yet has an outdoorsy feel.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",RichardBB_13,"March 5, 2020","Restaurant is very open with nice outlook. Tried chilli crab and steamed Bass, and both were to an excellent standard",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Mabelleow,"January 28, 2020",We had the $49++ CNY 6 course meal promotion for 2 pax. The portion was very big - enough for at least 3 people. We had to pack away the extr,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Gigirichard,"January 28, 2020",The Huat set lunch is for than sufficient for 2 paxs. The Lo Hei portion is large enough for 3 paxs. The smoked Norwegian salmon is tasty contrast to the crispy cracker,3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",623mytravela,"January 3, 2020","We went there for a lunch with family and friends, we ordered a lot of different food !!! Everything is really delicious, especially the chili crab... omg!! Definitely will recommend this place!!!",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",juvymacapagal,"December 9, 2019","I had dined here twice this year, first time was around April when it was scorching hot.. And second time was last Saturd ",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",ttyh98,"October 7, 2019","ok, let's get straight to the point, food and ambiance wise, not b ",2,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",pinulagonigro,"September 24, 2019",The restaurant is nicely located by the pool at the Jen hotel. The food is nice and the atmosphere is relaxing. Good place for a local bite in Singapore,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",ivanab203,"August 12, 2019",We booked this restaurant because of their national day promotion that's supposed to run until 31st August. We ate on 10th August and they had run out of crab and had no backup plan for substitutions. We were there at the start of the dinner service. It made their promotion seem like a bait and switch.,1,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Vacation275996,"August 6, 2019",We wnjoyed just one meal here.  Served by an efficient Englsih speaking waiter who understood my wife's gluten-free needs.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Discover36963494180,"August 4, 2019","Customer service was very good. The staff attended us as and when to check on us and make sure our experience there was good. Love the food over there, fresh and good. Ambience was very nice as well!",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",1837selvia,"July 18, 2019",We tried the set lunch that was on promotion.  Good portion and value.  We tried 4 different set lunches and they were all good.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Hazj,"July 8, 2019","This restaurant is based in the hotel Jen 
A very good restaurant with pleasant staff & quick service which is what you want at lunchtime. The set menu is great at $12.95
And comes with a soft drink",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",gahalb,"June 28, 2019","We only tried their crab dishes, but the salted egg yolk crab was definitely one of the best things we've ever eaten. We also went to Jumbo Seafood, and we agree that Ah Hoi's was significantly better.",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Rex V,"May 11, 2019","A small friendly restaurant, with a relaxed and authentic feel. It has a feel of street dining as all the food is brought in bowls so you can share. I am a vegan dinosaur which is often problematic whilst travelling, but I am always open to try new things as I do travel with carnivores. The claypot beancurd with mixed vegetables is to this day the best thing I have ever eaten! (mainly for the fresh ginger in it). The staff even made me a noodle dish which was not on the menu but equally as delicious. I cannot fault this restaurant in any way, due to the free water, 60 pence bowls of rice and free appetizers with some amazing spicy dipping sauce (sadly I have no idea what it was, but it was great with carrots!). The carnivores just loved the honey glazed ginger chicken too! If you are staying around Orchard Road or Tanglin, definitely pay this restaurant a visit! (For a more in depth review, please feel free to visit my blog!).",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",StephanieC94,"May 8, 2019","The only place that I would go for a good crab dishes in the city that can be catered to my likings. Always like chilli crab but most places are too commercial but at Ah Hoi, they can cook to my specification of spiciness like most other dishes. Another dish that I like is the Fish Maw Soup, Sweet and Sour Pork, and the Kam Heong La ",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",T4510XTpamelaw,"April 24, 2019","Ah Hoi is still the same old place since my last visit nearly 20 years ago. I found it again in Chope, the forgotten restaura ",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Lawrencejourney,"April 5, 2019",The salted egg prawns is the best and chili crab is Sri Lankan Crab big size worth eating at $75. We also had fish maw soup which is very tasty. Highly recommended food and will sure to return but Chope customer only entitle 15% discount whereas some bank card are offering 20% discount.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Greatblackhawk,"November 26, 2018",Staying at Jen Tanglin Hotel tried Ah Hoi’s as only just checked-in and getting la,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",naaley,"November 12, 2018","good honey-glazed chicken, orh nee and black pepper beef. the others not so. about 140 for 5 dishes and 3 desserts, 2 drink ",1,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",gpagot,"October 25, 2018","Cozy location by the outdoor pool of Jen Hotel, the place offers Singaporean Cuisine. The whole crab is too much for one person, but the dishes in general are very big... too big? The quality is good, service not so exciting but fair, the bill did not surprise: fair as well.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",mccorquinn,"October 15, 2018","For an absurd SGD12.90 you can enjoy this exceptional value of their ""Value Set Lunch"", inviting you to enjoy a soup, a main dish with side and vegetable, and a non-alcohol drink (barley, chin chow, calamansi, orange or apple). As you'd expect the main dish emphasises pork, rice and chicken, but there was also beef and seafood - plus two vegetarian! The sides includied spring roll; chicken satay; beancurd and deep-fried mantou. The vegetables - all with a choice of two sauces (mostly garlic or oyster) - included spinach, broccoli and bean sprout. The setting - overlooking the huge pool and all those market umbrellas - invited relaxation and enjoyment. The service was prompt, efficient and professional. Of course they have a wider selection in the a la carte but that $12.90 was unbeatable!",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Sooky Y,"October 2, 2018",I thought I needed to go for a dip before my dinner! Then the waiter told me that was excluded from the menu. My guest and I other a sampler of local dishes and some of their seafood dishes. Relaxing leisurely by the pool and having a beer by the side. How life turns to the better. All dishes came on super fast. The waiter was courteous. We had lots. Enjoyable dinner.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",587bertill,"September 26, 2018",Nice open atmosphere by pool. Friendly greeting. I liked the food - Black pepper steak on hot plate. Sign shell crab. Beer. Kept me happy. Jazz music was my only complaint. Surprised to see this nice Chinese/Singapore food place hidden in hotel. Met me Ah-Hoi. Nice guy.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Sally401,"September 17, 2018","Loved the casualness of this restaurant! This time we had the deep fried sea Bass with Thai chilli sauce and it was really good. Loved the sri lankan crabs with salted egg yolks-very well done. Kudos to the chef. Should try the cereal prawns, beef hor fun, Kenya beans.... all simply cooked but delicious. Service from Venice and Nikki was very good and attentive.",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Cwwsim,"September 7, 2018",We had quite a few dishes tonight but forgot to take pictures of the food as we were too hung,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Iffyct,"September 5, 2018","Had casual dinner this week at this establishment as one of our friends was staying at the Hotel Jen. Service staff were excellent, better than most high end restaurants here. Kudos to them! However the food quality was relatively mediocre at best. The menu also has a strange combination of offerings and is very limited. Our party shall not be frequenting in the future until the offerings on food are dramatically upgraded.",3,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",wenjoh2403,"September 4, 2018",The staff are very quick and aim to please you. We enjoyed our meal and the fried rice was delicious.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",jplummer2016,"September 4, 2018","Easy quick inexpensive meal for dinner.
Very Chinese style of course. would have liked to see a little more choice on the menu.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",broad6bean,"August 29, 2018","This restaurant adjoins the swimming pool at the Hotel Jen. The food is Singaporean, with a lot of seafood. We had prawns and a chicken and ginger dish - both very good. It is essentially a pool-side cafe under some trees with good service and a relaxed feeling. ",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",dishanw,"August 19, 2018","The set lunch menu has a soup, starter, main course and drink - all for S$12.90.  It also has a decent range of items to choose from.  It is by the pool and not air conditioned.",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Sally401,"July 17, 2018","Good local food. The sri lankan chilli crabs are good. Sambal fried rice and kway teow also quite tasty. The staff provide good and cheerful service. Special mention and thanks to Venice, Ice and Nikki. Must try the durian cendol.",5,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",dorsetf,"July 9, 2018","Lovely setting at Hotel Jen... Sat outside by the pool.

Food here was lovely and there was quite a good choice and we'll priced.

Would recommend",4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",HofH999,"March 11, 2018",Sit under the stars beside the pool of the adjacent Hotel Jen and enjoy local fare at very reasonable prices.  Access via the Tanglin Mall shopping centre lift. Definitely one of Singapore's hidden gems.,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",kflee2203,"March 9, 2018",Visited the restaurant cos of friends staying in the hotel. The restaurant located at the 4th level beside the swimming po,4,,,,,,
Ah Hoi's Kitchen,"1A Cuscaden Road Hotel Jen Tanglin Singapore Level 4 , Pool Side, Singapore 249716 Singapore",Webo1966,"February 6, 2018",Ah Hoi's kitchen was my go to restaurant when in the Tanglin area and needed a Chinese food fix. But my last visit was less than impressive. The satay sauce was a bit tasteless and the beef satay was full of gristl,2,,,,,,
