storeName,storeLoc,reviewerUsername,ratingDate,reviewText,rating
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Phaulkon888,10-Sep-15,This is a small but busy restaurant in Wheelock Place Singapore. Have been here many times the quality is always good. The food fresh and the service is fa ,4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",AmorSabella,8-Sep-15,I love Asian food and finding good Vietnamese food in Singapore is not a disappointment! I love their rice noodles and with all the sauce... it is a worth eat dinner meal.. big enough to give me full happy tummy!,4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Whitebells666,5-Sep-15,This Vietnamese chain restaurant serves up really authentic vietname pho. I missed the beef pho after having not visited Vietnam for years and was glad nam nam came to Singapore. Some of their staffs arevietnamese and the soup of beef pho was so delicious and light. Improvement may be more vegetables in the pho cos in Vietnam they serve huge plate of bean sprouts with it. it's about $13-$16 for one person plus drinks. Seating can be uncomfortable cos they try to squeeze as many people on the diner. Food came fast though. More like a fast food restaurant,4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",TSHur,1-Aug-15,I love Pho so have tried many places. Nam Nam is my favourite in terms o ,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",henrivantilburg,29-Jul-15,I can't comment on the other nam nam noodle bars in Singapore (there are 6). This is the place I went to twice while attenidng a congress in the Suntec city Convention center. Delicious and faaaaaaaaast! I had the dry sauteed lemongrass pork noodle with a lime drink (twice). They are extremely efficient and the food is so good. Besides that it is excellent value for your money: 10.20 singapore dollars for the noodles which is a complete lunch.,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Kheng,26-Jul-15,"Simple fare. Great for a snack or light meals, we also get take away every now and then. Especially love their yummy sandwiches.",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",seacdg,4-Jul-15,Easy menu to fill out and then you walk up to the counter to order and pay for food up front. Fresh spring rolls were good but missing sweet chili sauce. Came with peanut sauce. Phoun soup was huge but tasty. Food served very quickly. Basically a vietnamese version of Macdonalds.,3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",SmileFlo27,20-Jun-15,"Had a great meal here with colleagues, lunches at Nam Nam are always a quick and dirty affair, and the quick service helps facilitate the fast in fast out process.",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",192wanm,16-Jun-15,"My beef set lunch came with appetiser, beef steak pho in soup & drink was only $9.90. Excellent value! The beef steak pho was medium cooked - which is good. The soup doesn't taste very authentic but still good. Very interesting appetisers - some kind of rice rolls with dried shrimps which was quite yummy. Don't usually like coffee with condensed milk but this one turned out to be not very sweet - which is more to my liking. A good place for a quick lunch.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",WalkWalkTalk,5-Jun-15,I don't understand why people go nuts for this place. Maybe because they have to have something at Wheelock Plac ,2.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",kenc88888,2-Jun-15,lukewarm soup. inconsistent serving size. rude service staff. disappoints nearly everytime. in don't know why I go back. must be the msg. don't make the same mistakes I made.,2.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Simonsue88,29-Apr-15,"When i saw so many rave reviews on this eatery, i just wonder am i too fussy or are the rest of the diners are too lenient. If you are looking for authentic vietnamese food, this is not the right place. The real deal is in Joo chiat area where there are many vietnamese and they operate authentic vietnamese food prepared by vietnames ",1.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",ngofam,21-Apr-15,"This would be the second Viet pho restaurant I visited in Singapore so far. Food was good, soup was hot and delicious. If small eaters - consider sharing. Portion might be too bi ",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",bobkap,28-Mar-15,"My wife and I frequently visit Nam Nam when we are shopping at Plaza Singapura. They have great food and quick service. This is not a normal sit down restaurant. You get assigned a table, fill out a ticket and pay at the counter and then have the food delivered to your table. You grab your own utensils from a station. My wife and I shared some fried spring roles and duck noodles with two drinks and were stuffed. We often have the fried banana fritters with coconut sauce for dessert. The serving size is huge and they are hot and tasty and a great value for the price.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",TayJoey23,20-Mar-15,"My sister and myself were in Singapore somewhere in middle of January. The set lunch of slice beef looked really enticing on the menu,so we ordered that together with Cny meal if I'm not mistaken prosperity noodles and iced coffee. Both noodles were very tasty loaded with lots of meats and vegetables. The iced coffee drink was refreshingly good,not too sweet. The staff were friendly, very fast and attentive. I still remember one your staff, not sure whether she is One of manager there, recommended us to try prosperity meal,she was humorous and witt ",1.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",H470CSstevenb,10-Mar-15,"Nam Nam is great for a quick meal. I eat Pho every chance I get and Nam Nam is alway consistent. The flavors are a little different than what I have experienced at most Vietnamese restaurants, but still very good. The service is always quick and feel satisfied when I leave. The iced coffee is great too.",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Christine T,24-Feb-15,"Ordered a beef noodle. The broth needs more time to cook, the serving of noodles and beef comes in small portion. For the price I paid for Vietnamese noodles, this is not worth it. I had a bowl of noodles and a side dish, felt like I only had a snack. ",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",angiesph,15-Feb-15,"Best Pho in our opinion. Soup has that perfect balance of beef and herbs. Firm but soft noodles, meat so tender it's falling off the bon ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",CrabisGOOD,1-Feb-15,"My husband and I came across this place randomly on a Sunday afternoon and it was packed at 240pm. It caught our eye because we love Pho and Vietnamese food, so we decided to go back there for dinner. The system is great. No frills, pay and get served fast. You sit next to random people, but it is definitely worth i ",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",genevieve26,29-Jan-15,Excellent value for money and tasty sandwiches available for quick take away especially :) eat there at least twice a week.,4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Jetsetter_AU,29-Jan-15,"I've noticed the Wheelock Place location is always packed when passing through and have always been interested in trying what they offer. Needing a quick lunch and finding myself in Plaza Singapura with a small queue of 4-5 people, I decided to give it a t ",1.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Baldwin_Mr,29-Jan-15,"The food here is so good, you really feel like you're eating in Vietnam. Definitely worth checking out for a quick lunch.",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",bocapvang,12-Jan-15,"A friend introduced me Nam Nam and I couldn't wait to try when I had a short vacation in Singapore. Pho was great, tasty and quite similar to Vietnam version but Banh Mi is so so :-)",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",rovingsteve,5-Jan-15,I had no idea what I ordered but when it arrived it was really tasty. I was helped in my choice by a very friendly chap (the manager I think) and have to say that he chose well. Half price beer really helped to wash it all down.,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",atem_bum,5-Jan-15,"Whenever we pass by this restaurant in Wheelock, there's always a queue. So one day we decided to give it a try since they were having a promotion at that time, $10 meal consisting of Pho, a side dish, and a drink. unfortunately, it was not available during weekends. a big bowl of Pho would range around $7-10. At first, it doesn't look much but the taste is superb and not oily. And expect the place to be packed during the weekends! If you will dine with a group, you might need to wait a bit longer to be seated.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",colorfulbutterfly,4-Jan-15,"When Nam Nam newly opened in Singapore, they offered the set noodle with their delicious spring rolls. It was a kick and loved it so much that I went for an ongoing basis. However after a while, as their business grow, they didn't seem to offer anything better than that. Which came down to the recent mixed sour vegetable/ salad as shown on my photo (I took this shot while dined at their Dhoby Ghaut branch, posted here as there was this new branch location is not stated in Tripadvisor, but their food is the same in all branches anywa ",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",David B,20-Dec-14,"My wife and I love good Vietnamese food and therefore looked forward to try this new place for a quick meal on a night out. I am glad it wasn't too expensive as the food we ordered was either inedible, the fried soft shelled grab, bland, the Quang style egg noodles or fair, the Fresh Southern rolls. We were going to get the Pho but seeing that it wasn't served with the basil leaves, sprouts, chili pepper, etc. we decided to skip it. This place is open air but open inside the mall. It seems very popular and you can end up eating with other people, which is fine if your not on a date. You have to order your own food and the soft shell crab came late after we had eaten the other food and it was really the worst I have ever had. All greasy hard batter. There are some much better Vietnamese restaurants in Singapore so take your time and find them.",2.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",anjudesai3,19-Dec-14,"Nam nam was a treasure find for food. Great value for money, filling yet light on the stomach. You don't feel heavy ...hope it makes sense ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",El_Gizmo,27-Nov-14,"If you need to try some pho, do check out this place for a quick simple noodle with no msg. Liked the spring roll side dishes. Didn't like the jasmine tea which came in a ""bamboo-ish"" straw which smelled weird.",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Nay M,8-Nov-14,"Sometime I went Orchard, I always try to go there to take my coffee and pork ball pho. I like to choose rice noodle for pork ball pho. Taste is excellent and coffee is good enough ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",mickeylee2014,6-Nov-14,Heard a lot about this place. Long que. Tried the beef noodle and sandwich. Quite disappointed of the food. Below average. Would not come back again,1.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Mark L,3-Nov-14,"We each had a nice Bahn Mi sandwich, made with proper crunchy baguettes, and shared two fresh spring rolls, that were just average. While I've been served better Bahn Mi sandwiches and fresh spring rolls (in Houston!), these were fine and the prices (for Singapore) were excellent. The restaurant is noisy and crowded but the service was quick and efficient, even though there appeared to be a longish queue.",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Dustbusters,13-Oct-14,"Good place for quick eat as an alternative to the numerous Singapore food courts. Soup base is tasty but the other ingredients especially beef lacks consistency. Of the many times I have eaten there, the beef has gone from tender to chewy and more often now, chewy. Even the wagyu has dropped in quality. I found the fried side dishes too oily and would only stick to the noodles every time I go.",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",vby24,13-Oct-14,"I came to this place while craving for Vietnamese food. The food tasted terrible and I couldn't finish my dish. If you want to find an authentic Vietnamese restaurant, please don't come here.",1.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",stace5677,6-Oct-14,"Such a bummer to have to rate Nam Nam subpar, however they consistently run out of their more popular items very early in the evenings. We frequent this location weekly, and recently without fail, they are always out of most things we come for. Management really needs to do a better job projecting for predicable demands on weeknights, weekends and holidays.",2.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",spiz44,29-Sep-14,"I eat vietnamese food regularly, and I guess I expected more from this place. I saw the cue of people, and got taken in by that, thinking it was better than it w ",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",wmloke13,20-Sep-14,"My first impression was that Nam Nam Vietnamese noodle bar was relatively popular with a sizeable lunch crowd. We had to queue for 15min before we were seated. Like most noodle bar, we ordered using an ordering chit. The lunch specials (S$9.80) was a good deal and included a sour Vietnamese salad, beef/ chicken pho and a beverage. Our foods arrived within 10min after ordering. There is not much dining ambience to talk about. The phos were decently delicious. The side dishes (we tried the chicken wings and Vietnamese spring rolls) were also well-receive ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Rebecca388,18-Sep-14,Work lunch with colleagu ,3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Erin100318,26-Aug-14,I am a regular customer of the Raffles City outlet (more than 10 visits each mont ,4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",arnestd,13-Aug-14,"Everytime i go to namnam, then i'll order their pork or beef lemongrass baguette. Although the baguette is a bit hard, i still like the lemongrass fragrance from the juicy meat. So i forgive the hard to bite baguette bre ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",S6084ONjohnj,8-Aug-14,"Love the pork roll with fresh lemongrass, the sweat, sour flavours. Next time I'm back I'll try the soup. But I recommend the fresh crunchy rolls.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Jedai79,27-Jul-14,"Ever since we tried it in first half of 2014, we were back for at least another 5 more times! I've craving for Nam Nam's food! We usually order Chicken Pho and Lemongrass Pork Bread. Bread is crispy! The lemongrass pork filling is delicious! Get a sauce plate and fill it with Vietnamese chilli sauce, dip the pieces of chicken in the bowl of chicken pho for a spicier taste. Very tasty soup and I love the vegetables in it. Reviewing the food makes my mouth waters. We will be back very soon! (Plse note that besides Nam Nam at Wheelock Place, there is another one at Raffles City basement too.)",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",tuthuc,27-Jul-14,"Have been eating Pho for the last 30 years, I could not eat this ""pho"" at all, ordered 3 beef noodles. The soup was salty and tasteless, beef was over cooked and too thick. I am from Australia and Pho over there is 10 better.",1.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",KerryFreo,10-Jul-14,This was my favourite breakfast experience in Singapore this time. Crusty french bread with Asian & Tofu salad . My husband had sardines...the business!,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",jbmadigan,5-Jul-14,We grabbed a quick bite here and will come back. The Chicken Pho is clean and fresh as are the spring rolls. Very good food at a reasonable price.,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",MBJ400,23-Jun-14,this is a tiny little place under Suntec Towe ,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",arnestd,25-May-14,"If you like the affordable and nice vietnamese food in singapore shopping mall, i think you should try nam nam.I like their baguette sandwiches, especially the roasted pork with lemongra ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",StevePeters64,23-May-14,Vietnamese food is hard to mess up. These people seem to have it rig ,4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",LC3737,18-May-14,"The beef and pork noodle that we had was great, appetising, and the sweet sour salad that came with the set  adds to a truly satisfying meal.  The pork belly sandwich was yummy, better than most burgers tasted",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",nsl115,4-May-14,"Very crowded and packed like sardines with 2 long lines, to get in and to pay at the cashiers before your order is logged in...but don't be deterred by all tha ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Joyce J,4-May-14,"Food was quite authentic but very expensive coz of the venue, i guess.

Quality was bad, we ordered wagyu strips and i dont know what was served, seriously. If you really want to eat pho beef/chicken, consider elsewhere....",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Shivam0512,2-May-14,"Excellent baguettes & white cabbage salad. Pho & other noodle dishes were pretty good, coffee & deserts are ok as well. Their wheelock place outlet has a permanently long queue better to go to suntech more spacious and usually no waiting.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",klp3012,1-May-14,"Great food, reasonably priced. Very quick service! A good place to dine if you just want something fairly simple but delicious!",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",fuschial,16-Apr-14,"*This review is for the Suntec outlet but unfortunately, they do not have an ent ",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",QLQ,16-Mar-14,Long wait for a table at most hours of the day. My 1yr old son and I were asked if we could share a table with 2 others. And the staff was very helpful in getting us all seated. Service was very go ,4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",James T,18-Feb-14,"We had our first morning's breakfast here right when they opened. the food is good and the people were nice. Price reasonable. Later in the day, Nam Nam always was busy, usually with a line of people waiting to get in. so, you know it's popular.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",johnofkl,17-Feb-14,"We had the pho noodles and a banhmi. The broth for the noodles was disappointing (I expected better because the place was pretty crowded). It lacks depth and aroma; I'm not sure what ingredients are missing but I think some key things are. Also, the pho here does NOT come with the customary plate of bean sprouts, Viet basil, mint et ",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Stephanie R,12-Feb-14,"We ate here twice. The lunch set special was a good deal and quite tasty and fresh (drink, pho, pickled salad). Later we had pork with lemongrass, curried duck, chicken wings and shrimp on sugarcane. The duck sauce was a bit too thick and overpowering, but the rest were well executed. I'd eat here again. Compared to food court food back in Canada, this was very good quality. I know that there is a whole food court culture in Singapore, but we didn't eat elsewhere, so I can't offer a comparison.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Malinky88,4-Feb-14,Had a viet sandwich which was all bread n v little else. N the little else tasted processed. Service was slow n chaotic. Please avoid. I wasted a meal here when there r far better restaurants around,1.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",773happytravellers,28-Dec-13,Loved the food - most unexpected quality and taste from a fast food eatery. Service was also good. Disliked small wooden tables and stools. This place was always crowded - which is always a good sign. Tip - only chopsticks or spoon available to eat with - so make sure you know how to use them.,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",DaveMfromLA,18-Dec-13,"I love Vietnamese cuisine. Though there are Vietnamese restaurants I like more than others in the cities I've lived in (or traveled to extensively), I haven't really ever encountered a Vietnamese restaurant that I absolutely disliked... until I visited Nam Nam Noodle B ",1.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Colin M,18-Dec-13,"I've lived in Vietnam for 5 years, and this is poor-average pho. For such a busy place, I don't understand why they can't go to the trouble of making fresh noodles, rather than using dried noodles. The broth is quite nice, but everything else is just ""ok ",2.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Kathleen Q,20-Nov-13,"Loved this food bar/restaurant in Raffles City food court. The food was fantastic and so cheap. It helped me get over the fact that we decided at last minute to forgo Vietnam and concentrate only on Singapore, re visit my husband's Singapore American School stomping ground! ",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",firh236,19-Nov-13,"Decided to stop because of the smell of the pho. Decided to give it a try, was kinda dissapointed because the taste wasn't what i expected. I tried the Pho with beef slices. It was allright, not worth the price. The broth is not rich with flavour. I did not try the sandwich though, it seems to be another popular menu.",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",CherylinSg,22-Oct-13,"Set up in roadside-stall style, the wooden tables and chairs, enamel mugs and red lanterns at the bar lend the feeling of a Vietnamese experience in Singapore as authentic as the Southern prawn rolls with a nutty dip and the thinly-sliced beef steak pho. The tasty beef broth is a tad salty but is well-flavoured with cut red chilli and a slice of lime. The green garnish is mostly spring onion though more sprigs of basil could be offered, at least on the side, for a truer taste of Han ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",thekohs,17-Oct-13,"Good bowl of pho in a cozy corner of a major shopping complex in the middle of bustling central business district area. The price per bowl is on the steep size, but I suppose, understandable given the location. I would go back again, but probably not as often as I'd like due to the cost. ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",SingaTrav3ll3r,13-Oct-13,"This review is for Nam Nam outlet in Basement Raffles City. The service is quick since the ordering process is quite efficient. Customers are shown to their tables or bar counter seats. Customer select their food on the ordering form and bring the form to cashier to pay. Within minutes, food would be delivered to y ",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Madtravele,11-Sep-13,"I was at Nam Nam @ Wheelock place on 2 Sep 2013. Service was not very good as staff were not very attentive. I had to wait for a while before the waiter noticed me standing at the entrance. I ordered the Quang Style Egg Noodles. It was a disappointment because for about $11, the portion was small & the noodles had a very strong amonia smell. The taste of the noodles was not fantastic too & I couldn't finish my noodles because the smell was making me loose appetite. I definitely will never go back to Nam Nam again. ",2.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Robif,31-Aug-13,"A verly popular little Vietnamese Restaurant with the locals serving mainly soups with lots of side dish choices. Not the cheapest meals on the block but certainly cheaper than in the Hotels or more trendy Malls at higher levels. We found if you go down the escalator near Nam Nam you will find where most of the workers and locals eat for much cheaper prices, if that's what your looking for. Otherwise this restauraant met all our expectations in dinning. Great service although we had to queue to get a seat.",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",jeffrey T,27-Aug-13,"This place has been one of my favorite lunch places around orchard. At $10, you get a set meal that will fill you up the whole day. But do expect a long line during weekdays with the set mea ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",KiwiKitten,24-Aug-13,"This place in Raffles City always had a queue, so we figured it must be really good. We ate there twice and had the bahn mi the first time and the pho the second time. Both were pleasant, but lacking in flavour and punch compared to the genuine article. The eating experience is also unpleasant as you are packed together and if you're in a party of 2 will have to share a table. The McDonalds of Vietnamese food!",3.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",familyuk95,18-Aug-13,"We ordered the beef steak pho, stewed beef dry noodles, chicken pho and summer rolls. The pho dishes were delicious - especially the beef slices which were tender. The summer rolls were equally good but a little on the small side for its price. Forget the beef stew noodles - the sauce did not fit the noodles. The venue was a little hectic but we found seats quite easily both times. They hav ",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Dawn F,6-Aug-13,"One of the few places that you can taste fairly authentic pho.  The beef pho is very good value.  These days, it is rare to see several pieces of thick slices of beef in a bowl of noodles especially at this price.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",KazuyaCheang,24-Jun-13,"This is my first to tried Pho, I've ordered a mixed beef pho, flower crab noodle, black coffee and lotus tea. The broth is delicious and is very special to first timer like me. Satisfying serving speed and nice staff. Reasonable price. Will definitely visit again to taste all type of Pho and noodle available.",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",DaliCT,20-Jun-13,"We ordered the beef and mixed beef noodles. I must say that this is one of the more authentic taste that we can get in Singapore. Service system needs review. Only one cashier who handles everything. The ice coffee we ordered - kid size. You probably need 2-3 servings. Nevertheless, I will visit again for the food.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",J J,15-Jun-13,First time dining in a branch in Raffles City. A rare ge ,4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",Venny_Here_and_There,6-Jun-13,Service was great and the food was great. Would go here again for a bang mi fix. The desserts are great to. Vanilla pudding with some sort of honey on top and fried banana with coconut dipping sauce. Would recommend!,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",SingaporeQueue,5-Jun-13,"The place has typical Vietnamese food, pho and baguette sandwich. Their picutre menu looked good. But if you expect REAL Vietnamese food, you would not like their food. I had a lunch set and chose beef pho and ice coffee. It comes with springroll. Ice coffee was not very strong. It is sweet but real Vietnamese coffee should have more bitterness. Pho was disappointing as it came with no herb at all! I didn't expect variety of herb like you get in Vietnam, but not even beansprouts was added. Springroll, likewise, should have more vegetable and herb inside. There is no slice of meat inside either. Mainly it was filled with noodle and thin slice of boiled shrimp and piece of eg ",2.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",THELIONHEART,28-May-13,"I visited the place three time, tried the soup, noddles and the sandwich. What a treat. Vietnamese food rocks!",5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",WilliamSNichols,7-May-13,"Nam Nam has a fantastic lunch set - pho, fresh spring rolls, and a Vietnamese iced coffee, all for under $10. Quite a bargain for Singapore. The pho is pretty good too -- good lime flavor, not too salty, good rice noodles. Despite the crowds (it's quite popular at the moment) service is fast enough to make for a good weekday lunch -- I was in and out in 30 minutes.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",thesaint9,1-May-13,"The queue starts at 11am. The offering is limited. Once you have ordered and paid the food arrives quickly.
Don't bother with the starters, just order the pho.
The sandwiches are not worth it and not terribly good.",4.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",DitchAustralia,19-Apr-13,Excellent Vietnamese food at a very resonable price located in the lower floor of Ion shopping centre near Orchard Rd MRTstation. Quick Cheap and Tasty Food.,5.0
Nam Nam Noodle Bar,"Wheelock Place #B2-02 Wheelock Place  501, Singapore 238880, Singapore Singapore",vincentlau,15-Apr-13,The 2 of us chanced upon this funky noodle bar in raffles city and decided to try their core offering of the followi ,1.0
